client_id,visitor_id,visit_id,process_step,date_time
27988,614125491_26789370797,268663775_37083342041_663439,start,2017-04-07 17:27:43
27988,614125491_26789370797,268663775_37083342041_663439,step_1,2017-04-07 17:28:32
27988,614125491_26789370797,268663775_37083342041_663439,step_2,2017-04-07 17:28:52
28857,92635092_88286701142,20611935_38968216552_8195,start,2017-04-13 18:26:13
28857,92635092_88286701142,20611935_38968216552_8195,step_1,2017-04-13 18:26:33
28857,92635092_88286701142,20611935_38968216552_8195,step_2,2017-04-13 18:26:47
28857,92635092_88286701142,20611935_38968216552_8195,start,2017-04-13 19:05:21
28857,92635092_88286701142,20611935_38968216552_8195,step_1,2017-04-13 19:05:34
28857,92635092_88286701142,20611935_38968216552_8195,step_2,2017-04-13 19:05:41
28857,92635092_88286701142,20611935_38968216552_8195,step_3,2017-04-13 19:06:48
28857,92635092_88286701142,20611935_38968216552_8195,step_1,2017-04-13 19:10:38
28857,92635092_88286701142,20611935_38968216552_8195,step_1,2017-04-13 19:10:51
28857,92635092_88286701142,20611935_38968216552_8195,step_2,2017-04-13 19:11:12
28857,92635092_88286701142,20611935_38968216552_8195,step_3,2017-04-13 19:12:35
28857,92635092_88286701142,20611935_38968216552_8195,start,2017-04-13 20:00:08
29079,559678586_11165238198,477098291_92276280317_58231,start,2017-04-05 12:53:13
29079,559678586_11165238198,477098291_92276280317_58231,step_1,2017-04-05 12:53:40
31264,91691909_20643284493,249149549_93063430359_775160,start,2017-04-27 17:43:58
31264,91691909_20643284493,249149549_93063430359_775160,start,2017-04-27 17:43:59
31597,810809574_85595370255,573653666_38574505841_953176,start,2017-04-04 20:13:19
31597,810809574_85595370255,573653666_38574505841_953176,step_1,2017-04-04 20:13:44
31597,810809574_85595370255,573653666_38574505841_953176,start,2017-04-04 20:14:11
31597,810809574_85595370255,573653666_38574505841_953176,start,2017-04-04 20:14:40
31597,810809574_85595370255,573653666_38574505841_953176,start,2017-04-04 20:15:15
31597,810809574_85595370255,184586102_78834247258_726297,start,2017-04-05 20:32:33
31597,810809574_85595370255,184586102_78834247258_726297,start,2017-04-05 20:33:10
31597,810809574_85595370255,842320361_24930563126_410607,start,2017-04-10 19:05:21
31597,810809574_85595370255,842320361_24930563126_410607,step_1,2017-04-10 19:05:45
31597,810809574_85595370255,842320361_24930563126_410607,step_2,2017-04-10 19:06:09
31597,810809574_85595370255,842320361_24930563126_410607,step_3,2017-04-10 19:06:40
31597,810809574_85595370255,842320361_24930563126_410607,start,2017-04-10 19:09:52
32429,51556430_18188188323,527462279_15044238226_398933,start,2017-04-13 07:40:55
32429,51556430_18188188323,527462279_15044238226_398933,start,2017-04-13 07:41:10
34501,744482577_79498082034,41435869_36194904756_599101,start,2017-04-05 13:25:06
35138,454966636_52195672997,750801449_41595515776_366601,start,2017-04-12 15:30:21
35138,454966636_52195672997,750801449_41595515776_366601,step_1,2017-04-12 15:30:39
35138,454966636_52195672997,750801449_41595515776_366601,step_2,2017-04-12 15:32:42
35138,454966636_52195672997,750801449_41595515776_366601,step_3,2017-04-12 15:33:37
35138,454966636_52195672997,750801449_41595515776_366601,confirm,2017-04-12 15:36:34
35476,161009914_19633878974,661495731_52514710825_523851,start,2017-03-29 13:08:55
35476,161009914_19633878974,661495731_52514710825_523851,step_1,2017-03-29 13:09:06
35476,161009914_19633878974,661495731_52514710825_523851,step_1,2017-03-29 13:14:54
35476,161009914_19633878974,661495731_52514710825_523851,start,2017-03-29 13:15:09
38384,99618303_56762481983,149315805_51447747646_94388,start,2017-03-30 08:09:05
40140,84769550_86628951309,206925530_90840816064_613449,start,2017-04-12 14:00:49
40140,84769550_86628951309,206925530_90840816064_613449,step_1,2017-04-12 14:01:10
40140,84769550_86628951309,206925530_90840816064_613449,step_2,2017-04-12 14:02:40
40140,84769550_86628951309,206925530_90840816064_613449,step_3,2017-04-12 14:04:14
40140,84769550_86628951309,206925530_90840816064_613449,confirm,2017-04-12 14:04:44
40283,622421878_74588817646,128694242_11244260661_172682,start,2017-04-14 19:40:07
40283,622421878_74588817646,128694242_11244260661_172682,start,2017-04-14 19:40:31
40283,622421878_74588817646,128694242_11244260661_172682,start,2017-04-14 19:40:52
40283,622421878_74588817646,128694242_11244260661_172682,start,2017-04-14 19:41:05
40283,622421878_74588817646,128694242_11244260661_172682,start,2017-04-14 19:41:10
40283,622421878_74588817646,128694242_11244260661_172682,start,2017-04-14 19:44:20
40283,622421878_74588817646,128694242_11244260661_172682,start,2017-04-14 19:47:48
40283,622421878_74588817646,128694242_11244260661_172682,start,2017-04-14 19:48:46
40283,622421878_74588817646,128694242_11244260661_172682,start,2017-04-14 19:49:04
41142,987601219_6152478231,659587073_1955804683_396312,start,2017-04-04 11:18:22
41142,987601219_6152478231,659587073_1955804683_396312,start,2017-04-04 11:18:57
41142,987601219_6152478231,659587073_1955804683_396312,start,2017-04-04 11:19:11
41142,987601219_6152478231,659587073_1955804683_396312,start,2017-04-04 11:19:46
41142,987601219_6152478231,659587073_1955804683_396312,start,2017-04-04 11:19:56
41142,987601219_6152478231,659587073_1955804683_396312,start,2017-04-04 11:46:09
41142,987601219_6152478231,659587073_1955804683_396312,step_1,2017-04-04 11:46:13
41924,102188708_12696450155,58665259_78609120590_599150,start,2017-03-19 23:27:27
42108,49678512_56545162004,569571354_73786067544_204031,start,2017-04-02 10:39:40
42108,49678512_56545162004,569571354_73786067544_204031,step_1,2017-04-02 10:40:16
42108,49678512_56545162004,569571354_73786067544_204031,step_2,2017-04-02 10:41:01
42108,49678512_56545162004,569571354_73786067544_204031,step_3,2017-04-02 10:41:43
42108,49678512_56545162004,569571354_73786067544_204031,start,2017-04-02 10:42:32
45252,709855328_46192019316,925997259_40837401909_734997,start,2017-04-05 12:35:07
52111,814386630_70110636250,299084436_75098989899_564804,start,2017-03-31 23:11:07
52111,814386630_70110636250,299084436_75098989899_564804,start,2017-03-31 23:15:17
52111,814386630_70110636250,299084436_75098989899_564804,step_1,2017-03-31 23:15:32
52111,814386630_70110636250,54519276_56322694663_103480,start,2017-04-12 12:54:52
52111,814386630_70110636250,54519276_56322694663_103480,step_1,2017-04-12 12:55:22
52111,5791144_57988866197,66743123_1421602638_316706,start,2017-04-12 13:00:08
52111,5791144_57988866197,66743123_1421602638_316706,step_1,2017-04-12 13:00:18
52111,5791144_57988866197,66743123_1421602638_316706,step_2,2017-04-12 13:01:06
52111,5791144_57988866197,66743123_1421602638_316706,step_3,2017-04-12 13:05:09
52111,5791144_57988866197,66743123_1421602638_316706,step_3,2017-04-12 13:07:07
58589,738314398_64542634741,680239520_52067597831_970044,start,2017-04-19 13:05:54
58589,738314398_64542634741,680239520_52067597831_970044,step_1,2017-04-19 13:06:14
58589,738314398_64542634741,680239520_52067597831_970044,step_2,2017-04-19 13:07:04
58589,738314398_64542634741,680239520_52067597831_970044,step_3,2017-04-19 13:08:33
58589,738314398_64542634741,680239520_52067597831_970044,start,2017-04-19 13:09:58
58589,738314398_64542634741,680239520_52067597831_970044,step_1,2017-04-19 13:10:12
58589,738314398_64542634741,680239520_52067597831_970044,step_2,2017-04-19 13:10:48
58589,738314398_64542634741,680239520_52067597831_970044,step_3,2017-04-19 13:15:14
61810,770290413_47141801286,167685941_71875941583_31598,start,2017-04-13 16:00:55
63879,605268032_30111756316,21615919_42279427556_317425,start,2017-03-29 18:44:47
63879,605268032_30111756316,21615919_42279427556_317425,step_1,2017-03-29 18:44:58
63879,605268032_30111756316,21615919_42279427556_317425,step_2,2017-03-29 18:45:12
63879,605268032_30111756316,21615919_42279427556_317425,step_3,2017-03-29 18:45:55
63879,605268032_30111756316,21615919_42279427556_317425,step_3,2017-03-29 18:46:34
63879,605268032_30111756316,21615919_42279427556_317425,start,2017-03-29 18:46:41
63879,605268032_30111756316,21615919_42279427556_317425,start,2017-03-29 18:47:28
63879,605268032_30111756316,21615919_42279427556_317425,confirm,2017-03-29 18:48:29
65700,26641811_64328025552,475983054_40055833438_30483,start,2017-03-29 11:34:11
65700,26641811_64328025552,475983054_40055833438_30483,step_1,2017-03-29 11:34:15
65700,26641811_64328025552,475983054_40055833438_30483,step_2,2017-03-29 11:35:14
65700,26641811_64328025552,475983054_40055833438_30483,step_3,2017-03-29 11:36:10
65700,26641811_64328025552,475983054_40055833438_30483,confirm,2017-03-29 11:36:39
65700,26641811_64328025552,665878881_12998249581_766395,confirm,2017-04-01 17:53:24
65700,879079827_70812939375,710577034_51636936312_177069,confirm,2017-04-10 23:22:19
65700,26641811_64328025552,14807490_38953059597_993336,confirm,2017-04-12 11:17:04
68884,441180684_43479770070,261366442_59985744672_704675,start,2017-04-13 12:42:56
68884,441180684_43479770070,261366442_59985744672_704675,step_1,2017-04-13 12:43:10
68884,441180684_43479770070,261366442_59985744672_704675,step_2,2017-04-13 12:45:09
68884,441180684_43479770070,261366442_59985744672_704675,step_3,2017-04-13 12:46:03
68884,441180684_43479770070,261366442_59985744672_704675,start,2017-04-13 12:50:17
68884,441180684_43479770070,261366442_59985744672_704675,start,2017-04-13 12:58:52
68884,441180684_43479770070,261366442_59985744672_704675,start,2017-04-13 13:03:17
68884,441180684_43479770070,261366442_59985744672_704675,start,2017-04-13 13:04:13
69201,787868623_39346894705,86286258_32901651440_869198,start,2017-03-30 08:21:28
69201,787868623_39346894705,86286258_32901651440_869198,step_1,2017-03-30 08:21:31
69201,787868623_39346894705,86286258_32901651440_869198,step_2,2017-03-30 08:21:37
69201,787868623_39346894705,86286258_32901651440_869198,step_3,2017-03-30 08:22:23
69201,697121507_66280533300,295396424_97871765366_262824,start,2017-04-11 11:15:22
69201,697121507_66280533300,295396424_97871765366_262824,start,2017-04-11 11:15:40
69201,697121507_66280533300,419341555_66889944851_388814,start,2017-04-12 11:29:42
69201,697121507_66280533300,419341555_66889944851_388814,start,2017-04-12 11:29:46
69201,524906086_55716877792,786579209_96443107508_343563,start,2017-04-12 11:33:54
70576,513752800_98215052334,30996402_95845847993_412819,start,2017-04-10 21:31:11
70576,513752800_98215052334,30996402_95845847993_412819,start,2017-04-10 21:33:01
70576,513752800_98215052334,30996402_95845847993_412819,step_1,2017-04-10 21:37:50
70576,513752800_98215052334,30996402_95845847993_412819,start,2017-04-10 21:41:32
70576,513752800_98215052334,30996402_95845847993_412819,step_1,2017-04-10 21:41:42
70576,513752800_98215052334,30996402_95845847993_412819,step_2,2017-04-10 21:42:15
70576,513752800_98215052334,30996402_95845847993_412819,step_3,2017-04-10 21:44:08
70576,513752800_98215052334,779440790_40168617414_320784,start,2017-04-22 14:56:41
70576,513752800_98215052334,779440790_40168617414_320784,step_1,2017-04-22 14:57:03
70576,513752800_98215052334,779440790_40168617414_320784,step_2,2017-04-22 14:57:47
70576,513752800_98215052334,779440790_40168617414_320784,start,2017-04-22 15:02:48
72074,81301971_27845799564,730783483_52983676794_722979,start,2017-03-31 10:23:23
72074,81301971_27845799564,730783483_52983676794_722979,step_1,2017-03-31 10:23:38
72074,81301971_27845799564,730783483_52983676794_722979,step_2,2017-03-31 10:25:47
72074,81301971_27845799564,730783483_52983676794_722979,start,2017-03-31 10:26:40
72074,81301971_27845799564,730783483_52983676794_722979,step_2,2017-03-31 10:27:15
72074,81301971_27845799564,730783483_52983676794_722979,step_1,2017-03-31 10:27:16
72074,81301971_27845799564,730783483_52983676794_722979,start,2017-03-31 10:27:22
73690,649994772_47995732255,236550624_95549041827_50437,start,2017-04-10 15:47:11
77391,593194640_93477763037,781462710_49289577711_292436,start,2017-04-06 06:42:59
80479,950046187_55725862992,323884698_37579804118_458010,start,2017-04-07 19:26:00
80479,950046187_55725862992,323884698_37579804118_458010,step_1,2017-04-07 19:26:31
80479,950046187_55725862992,323884698_37579804118_458010,step_2,2017-04-07 19:27:28
80479,528487041_17251121818,82705097_24491272854_589816,start,2017-04-25 14:03:55
80479,528487041_17251121818,82705097_24491272854_589816,step_1,2017-04-25 14:04:06
80479,528487041_17251121818,82705097_24491272854_589816,step_2,2017-04-25 14:04:23
80479,528487041_17251121818,82705097_24491272854_589816,step_3,2017-04-25 14:05:23
80479,528487041_17251121818,82705097_24491272854_589816,confirm,2017-04-25 14:06:56
80801,585155814_72398226475,375144364_53204247472_57154,start,2017-03-22 19:33:51
80801,585155814_72398226475,229171900_37862707089_475320,start,2017-04-22 09:19:13
80801,585155814_72398226475,229171900_37862707089_475320,step_1,2017-04-22 09:20:27
80801,585155814_72398226475,229171900_37862707089_475320,step_2,2017-04-22 09:21:07
80801,585155814_72398226475,229171900_37862707089_475320,step_3,2017-04-22 09:22:53
80801,585155814_72398226475,229171900_37862707089_475320,start,2017-04-22 09:23:42
80801,585155814_72398226475,229171900_37862707089_475320,step_1,2017-04-22 09:23:45
80801,585155814_72398226475,229171900_37862707089_475320,step_2,2017-04-22 09:23:50
80801,585155814_72398226475,229171900_37862707089_475320,step_3,2017-04-22 09:24:32
82772,834461244_64652417433,184771570_39581844785_359007,start,2017-04-06 13:29:49
82772,834461244_64652417433,184771570_39581844785_359007,step_1,2017-04-06 13:30:06
82772,834461244_64652417433,184771570_39581844785_359007,step_2,2017-04-06 13:30:14
82772,834461244_64652417433,184771570_39581844785_359007,step_3,2017-04-06 13:30:47
82772,834461244_64652417433,184771570_39581844785_359007,confirm,2017-04-06 13:31:31
84658,164543250_104079318,288132206_70876790655_821664,start,2017-04-27 23:08:59
84658,164543250_104079318,288132206_70876790655_821664,step_1,2017-04-27 23:09:09
84658,164543250_104079318,288132206_70876790655_821664,step_2,2017-04-27 23:09:16
87162,364357975_49403410686,21189172_14679454636_733458,start,2017-04-05 10:01:36
87162,364357975_49403410686,21189172_14679454636_733458,step_1,2017-04-05 10:02:20
87162,364357975_49403410686,21189172_14679454636_733458,step_2,2017-04-05 10:03:10
87162,364357975_49403410686,21189172_14679454636_733458,step_3,2017-04-05 10:03:48
87162,364357975_49403410686,21189172_14679454636_733458,confirm,2017-04-05 10:06:38
87162,364357975_49403410686,551371369_56876148548_377328,start,2017-04-06 14:23:20
89871,299762868_36218346376,436404514_95368718909_597475,start,2017-04-05 09:13:50
89871,299762868_36218346376,436404514_95368718909_597475,step_1,2017-04-05 09:13:57
89871,299762868_36218346376,436404514_95368718909_597475,step_2,2017-04-05 09:14:08
89871,299762868_36218346376,436404514_95368718909_597475,step_3,2017-04-05 09:15:03
89871,299762868_36218346376,436404514_95368718909_597475,step_2,2017-04-05 09:15:49
89871,299762868_36218346376,436404514_95368718909_597475,step_3,2017-04-05 09:15:53
89871,299762868_36218346376,436404514_95368718909_597475,confirm,2017-04-05 09:17:04
89871,299762868_36218346376,436404514_95368718909_597475,step_1,2017-04-05 09:17:26
90596,828800229_91771690443,121771503_84451529569_291406,start,2017-04-11 16:05:39
90596,828800229_91771690443,121771503_84451529569_291406,step_1,2017-04-11 16:05:55
90596,828800229_91771690443,121771503_84451529569_291406,step_2,2017-04-11 16:06:04
90596,828800229_91771690443,121771503_84451529569_291406,step_3,2017-04-11 16:07:07
92066,823785517_69017572651,86670388_1805786967_458670,start,2017-04-09 11:48:11
92066,823785517_69017572651,86670388_1805786967_458670,step_1,2017-04-09 11:48:38
92066,823785517_69017572651,86670388_1805786967_458670,step_2,2017-04-09 11:49:03
92066,823785517_69017572651,86670388_1805786967_458670,step_3,2017-04-09 11:49:31
92066,823785517_69017572651,86670388_1805786967_458670,confirm,2017-04-09 11:51:09
92066,823785517_69017572651,86670388_1805786967_458670,step_1,2017-04-09 11:52:06
93127,659415856_56123573912,336400838_1552526746_312660,start,2017-04-05 15:27:08
93127,659415856_56123573912,336400838_1552526746_312660,start,2017-04-05 15:55:46
94552,439088236_38089704067,840518915_58635435479_876626,start,2017-04-10 15:55:02
94552,439088236_38089704067,840518915_58635435479_876626,step_1,2017-04-10 15:55:14
94552,439088236_38089704067,840518915_58635435479_876626,step_2,2017-04-10 15:55:43
94552,439088236_38089704067,840518915_58635435479_876626,start,2017-04-10 15:56:46
100940,826724117_20984938792,597522937_18514502783_310453,start,2017-04-05 14:26:13
100940,826724117_20984938792,669883159_26549881560_527005,start,2017-04-19 12:52:18
100940,826724117_20984938792,669883159_26549881560_527005,step_1,2017-04-19 12:53:18
101246,405099375_97051901142,315713381_71216900426_556832,start,2017-04-08 18:57:24
104190,233141449_31045903960,907360985_83344469602_263288,start,2017-03-29 11:09:59
104190,233141449_31045903960,907360985_83344469602_263288,step_1,2017-03-29 11:14:26
104190,233141449_31045903960,907360985_83344469602_263288,step_1,2017-03-29 11:16:28
104190,233141449_31045903960,907360985_83344469602_263288,start,2017-03-29 11:17:01
106457,286798585_3504387086,724901114_28216022115_189480,start,2017-04-04 22:44:01
110176,984351007_1525079703,335215752_91875563652_179029,start,2017-03-26 08:16:06
110176,984351007_1525079703,335215752_91875563652_179029,start,2017-03-26 08:16:33
111012,978521250_81829593758,225971148_81033913304_417223,start,2017-04-02 20:56:25
111012,978521250_81829593758,225971148_81033913304_417223,step_1,2017-04-02 20:57:08
111012,978521250_81829593758,225971148_81033913304_417223,step_2,2017-04-02 20:57:18
111012,978521250_81829593758,225971148_81033913304_417223,step_2,2017-04-02 21:03:20
113903,36821990_2580426091,368480718_7719593298_316880,start,2017-04-11 17:06:18
113964,183033707_32177214286,854835726_61761477581_767916,start,2017-03-16 22:18:09
113964,183033707_32177214286,854835726_61761477581_767916,start,2017-03-16 22:19:29
113964,183033707_32177214286,854835726_61761477581_767916,start,2017-03-16 22:21:26
113964,183033707_32177214286,854835726_61761477581_767916,start,2017-03-16 22:21:46
113964,183033707_32177214286,651902696_2364037005_725640,start,2017-04-12 08:10:00
113964,183033707_32177214286,651902696_2364037005_725640,start,2017-04-12 08:12:02
113964,183033707_32177214286,651902696_2364037005_725640,start,2017-04-12 08:12:06
114541,458674591_652536179,11978032_82542563938_891657,start,2017-03-29 11:15:09
114541,458674591_652536179,11978032_82542563938_891657,step_1,2017-03-29 11:15:14
114541,458674591_652536179,11978032_82542563938_891657,step_2,2017-03-29 11:15:20
114541,458674591_652536179,11978032_82542563938_891657,step_3,2017-03-29 11:16:41
116492,262304314_79388763820,797427251_41336036977_133966,start,2017-04-13 10:29:58
117889,366105604_67356111081,665770121_99144042793_648249,start,2017-04-27 13:17:55
117889,366105604_67356111081,665770121_99144042793_648249,start,2017-04-27 13:17:56
118446,919428562_91859575137,693719558_70028180186_620165,start,2017-04-07 18:38:14
118446,919428562_91859575137,693719558_70028180186_620165,step_1,2017-04-07 18:39:15
118446,919428562_91859575137,693719558_70028180186_620165,step_2,2017-04-07 18:40:52
118446,919428562_91859575137,693719558_70028180186_620165,step_3,2017-04-07 18:43:37
118446,919428562_91859575137,693719558_70028180186_620165,step_2,2017-04-07 18:44:40
118446,919428562_91859575137,693719558_70028180186_620165,step_3,2017-04-07 18:44:57
118446,919428562_91859575137,693719558_70028180186_620165,confirm,2017-04-07 18:47:07
118723,360014541_87761783238,229000034_83767114870_762022,start,2017-03-30 17:21:00
118723,360014541_87761783238,229000034_83767114870_762022,step_1,2017-03-30 17:21:12
118723,360014541_87761783238,229000034_83767114870_762022,step_2,2017-03-30 17:21:21
118723,360014541_87761783238,229000034_83767114870_762022,step_3,2017-03-30 17:21:44
120089,122074080_37259875301,739523954_29412944581_36702,start,2017-04-16 16:37:09
120089,122074080_37259875301,739523954_29412944581_36702,step_1,2017-04-16 16:37:21
120089,122074080_37259875301,739523954_29412944581_36702,start,2017-04-16 16:43:35
120089,122074080_37259875301,739523954_29412944581_36702,step_1,2017-04-16 16:43:39
120089,122074080_37259875301,739523954_29412944581_36702,step_2,2017-04-16 16:43:51
120089,122074080_37259875301,739523954_29412944581_36702,step_2,2017-04-16 16:45:02
120089,122074080_37259875301,739523954_29412944581_36702,start,2017-04-16 16:48:08
120089,122074080_37259875301,739523954_29412944581_36702,start,2017-04-16 17:04:11
120089,122074080_37259875301,739523954_29412944581_36702,start,2017-04-16 17:20:14
121536,572467096_50856142425,246945825_61828571048_905897,start,2017-04-12 16:05:36
121536,572467096_50856142425,246945825_61828571048_905897,step_1,2017-04-12 16:05:49
121536,572467096_50856142425,246945825_61828571048_905897,step_1,2017-04-12 16:09:34
126090,636396882_1920964925,192906145_87849762244_699890,start,2017-04-05 11:55:35
126090,636396882_1920964925,192906145_87849762244_699890,step_1,2017-04-05 11:56:05
126090,636396882_1920964925,192906145_87849762244_699890,start,2017-04-05 11:57:02
126090,636396882_1920964925,192906145_87849762244_699890,step_1,2017-04-05 11:57:20
126090,636396882_1920964925,192906145_87849762244_699890,step_1,2017-04-05 11:59:44
126090,636396882_1920964925,192906145_87849762244_699890,start,2017-04-05 12:01:01
126090,321627509_35465256543,498693523_83038663656_39490,start,2017-04-19 11:27:05
126090,321627509_35465256543,498693523_83038663656_39490,step_1,2017-04-19 11:27:16
126787,579328211_87255315347,454225164_29759455173_73381,start,2017-04-12 19:39:01
126787,579328211_87255315347,454225164_29759455173_73381,start,2017-04-12 19:39:39
126787,579328211_87255315347,454225164_29759455173_73381,start,2017-04-12 19:40:00
126787,579328211_87255315347,454225164_29759455173_73381,start,2017-04-12 19:40:26
126787,579328211_87255315347,454225164_29759455173_73381,start,2017-04-12 19:41:18
126787,579328211_87255315347,454225164_29759455173_73381,step_1,2017-04-12 19:41:32
126787,579328211_87255315347,454225164_29759455173_73381,step_2,2017-04-12 19:42:04
126787,579328211_87255315347,454225164_29759455173_73381,step_1,2017-04-12 19:42:13
126787,579328211_87255315347,454225164_29759455173_73381,step_2,2017-04-12 19:42:21
126787,579328211_87255315347,454225164_29759455173_73381,step_1,2017-04-12 19:42:28
126787,579328211_87255315347,454225164_29759455173_73381,step_2,2017-04-12 19:42:40
126787,579328211_87255315347,454225164_29759455173_73381,step_1,2017-04-12 19:42:51
126787,579328211_87255315347,454225164_29759455173_73381,step_2,2017-04-12 19:43:36
126787,579328211_87255315347,454225164_29759455173_73381,step_1,2017-04-12 19:47:12
126787,579328211_87255315347,454225164_29759455173_73381,start,2017-04-12 19:48:15
126787,579328211_87255315347,454225164_29759455173_73381,step_1,2017-04-12 19:48:31
126787,579328211_87255315347,454225164_29759455173_73381,step_2,2017-04-12 19:48:37
126787,579328211_87255315347,454225164_29759455173_73381,step_1,2017-04-12 19:48:41
126787,579328211_87255315347,454225164_29759455173_73381,step_2,2017-04-12 19:48:44
131170,113105424_85321091352,293506372_35863227033_346142,start,2017-03-29 11:07:34
