client_id,visitor_id,visit_id,process_step,date_time
1975904,816121030_81403403138,171638383_47953320359_997945,step_1,2017-04-09 10:51:53
1975904,816121030_81403403138,171638383_47953320359_997945,start,2017-04-09 10:54:23
1975904,816121030_81403403138,711817812_62465169247_63529,start,2017-04-11 10:22:56
1975904,816121030_81403403138,54566881_64429168783_115020,start,2017-04-17 11:34:58
1975904,816121030_81403403138,54566881_64429168783_115020,step_1,2017-04-17 11:35:10
1975904,816121030_81403403138,256358557_46571296223_655315,start,2017-04-19 11:14:56
1977502,671762526_59156054706,404794580_80003881456_692847,start,2017-03-26 11:55:34
1979200,382109726_58941688206,799651012_64699133163_352280,start,2017-04-10 12:32:20
1979200,382109726_58941688206,799651012_64699133163_352280,step_1,2017-04-10 12:32:25
1979200,382109726_58941688206,799651012_64699133163_352280,start,2017-04-10 12:42:21
1979200,382109726_58941688206,799651012_64699133163_352280,step_1,2017-04-10 12:42:26
1979200,382109726_58941688206,799651012_64699133163_352280,step_2,2017-04-10 12:44:29
1979200,382109726_58941688206,799651012_64699133163_352280,step_3,2017-04-10 12:45:21
1979200,382109726_58941688206,799651012_64699133163_352280,start,2017-04-10 12:47:56
1980260,511128865_33070728910,106292075_94878957222_708923,start,2017-04-01 17:57:48
1980260,511128865_33070728910,106292075_94878957222_708923,step_1,2017-04-01 17:59:46
1980260,511128865_33070728910,106292075_94878957222_708923,start,2017-04-01 18:03:32
1980260,511128865_33070728910,106292075_94878957222_708923,step_1,2017-04-01 18:03:35
1980260,511128865_33070728910,106292075_94878957222_708923,step_2,2017-04-01 18:04:02
1980260,511128865_33070728910,106292075_94878957222_708923,step_3,2017-04-01 18:04:55
1980260,511128865_33070728910,106292075_94878957222_708923,confirm,2017-04-01 18:05:55
1980265,32841087_21358335679,174827859_9884238635_645638,start,2017-04-01 15:09:25
1980265,32841087_21358335679,174827859_9884238635_645638,step_1,2017-04-01 15:09:49
1980265,32841087_21358335679,174827859_9884238635_645638,step_2,2017-04-01 15:10:29
1980265,32841087_21358335679,174827859_9884238635_645638,start,2017-04-01 15:10:52
1980265,32841087_21358335679,174827859_9884238635_645638,step_2,2017-04-01 15:11:03
1980265,32841087_21358335679,174827859_9884238635_645638,step_1,2017-04-01 15:11:06
1982424,545839233_73766368477,528884415_95246663192_429632,start,2017-04-07 14:28:26
1982424,545839233_73766368477,516939101_39549763619_310585,start,2017-04-23 23:28:36
1982424,545839233_73766368477,516939101_39549763619_310585,step_1,2017-04-23 23:28:41
1982824,312797634_5009635274,481727901_58882452502_566915,start,2017-04-19 11:32:42
1982824,312797634_5009635274,481727901_58882452502_566915,step_1,2017-04-19 11:32:48
1982824,312797634_5009635274,481727901_58882452502_566915,step_2,2017-04-19 11:33:49
1982824,312797634_5009635274,481727901_58882452502_566915,step_3,2017-04-19 11:35:35
1982824,312797634_5009635274,481727901_58882452502_566915,step_2,2017-04-19 11:35:49
1982824,312797634_5009635274,481727901_58882452502_566915,step_3,2017-04-19 11:35:53
1982824,312797634_5009635274,481727901_58882452502_566915,step_2,2017-04-19 11:35:59
1982824,312797634_5009635274,481727901_58882452502_566915,step_3,2017-04-19 11:36:01
1982824,312797634_5009635274,481727901_58882452502_566915,step_2,2017-04-19 11:36:17
1982824,312797634_5009635274,481727901_58882452502_566915,step_3,2017-04-19 11:36:21
1982824,312797634_5009635274,481727901_58882452502_566915,confirm,2017-04-19 11:36:52
1986643,814233175_10096500195,724773367_81674327408_205210,start,2017-04-15 23:36:39
1987395,130558134_82925875584,188854243_85624537639_146473,start,2017-03-27 16:49:12
1987395,130558134_82925875584,188854243_85624537639_146473,step_1,2017-03-27 16:49:29
1987395,130558134_82925875584,188854243_85624537639_146473,step_2,2017-03-27 16:50:01
1987395,130558134_82925875584,188854243_85624537639_146473,step_3,2017-03-27 16:51:05
1987395,130558134_82925875584,188854243_85624537639_146473,confirm,2017-03-27 16:52:30
1989030,164132866_76172330383,242462556_2992204921_662206,start,2017-03-29 12:38:26
1989030,164132866_76172330383,242462556_2992204921_662206,step_1,2017-03-29 12:38:41
1989030,164132866_76172330383,242462556_2992204921_662206,step_2,2017-03-29 12:38:47
1989030,164132866_76172330383,242462556_2992204921_662206,step_3,2017-03-29 12:39:33
1990754,395316625_53525263391,469705879_13031044361_493910,start,2017-04-18 12:13:57
1993088,982494407_42013215396,283423967_87232828741_915188,start,2017-03-29 12:57:40
1993088,982494407_42013215396,283423967_87232828741_915188,step_1,2017-03-29 12:57:47
1993088,982494407_42013215396,283423967_87232828741_915188,step_2,2017-03-29 12:58:08
1993088,982494407_42013215396,283423967_87232828741_915188,step_3,2017-03-29 13:03:56
1993088,982494407_42013215396,283423967_87232828741_915188,start,2017-03-29 13:04:35
1993088,982494407_42013215396,283423967_87232828741_915188,start,2017-03-29 13:06:00
1993088,982494407_42013215396,283423967_87232828741_915188,start,2017-03-29 13:08:33
1993088,982494407_42013215396,283423967_87232828741_915188,start,2017-03-29 13:08:52
1993088,982494407_42013215396,283423967_87232828741_915188,step_1,2017-03-29 13:08:58
1993088,982494407_42013215396,283423967_87232828741_915188,step_2,2017-03-29 13:10:30
1993088,982494407_42013215396,283423967_87232828741_915188,step_3,2017-03-29 13:11:45
1993088,982494407_42013215396,283423967_87232828741_915188,start,2017-03-29 13:20:39
1997177,25454269_9821451734,340279976_4698074657_761354,start,2017-04-19 14:45:17
1997327,679637680_29442178647,625887698_78742835561_758423,start,2017-04-27 10:11:06
1997327,679637680_29442178647,625887698_78742835561_758423,step_1,2017-04-27 10:11:14
1997327,679637680_29442178647,625887698_78742835561_758423,start,2017-04-27 10:12:59
1997327,679637680_29442178647,625887698_78742835561_758423,step_1,2017-04-27 10:13:01
1997327,679637680_29442178647,625887698_78742835561_758423,start,2017-04-27 10:13:41
1997327,679637680_29442178647,625887698_78742835561_758423,start,2017-04-27 10:15:28
1997327,679637680_29442178647,625887698_78742835561_758423,step_1,2017-04-27 10:15:30
1997327,679637680_29442178647,625887698_78742835561_758423,step_2,2017-04-27 10:15:34
2001185,913269435_38406184601,428923038_39531177959_848388,start,2017-04-13 15:39:23
2002046,615807848_78633653526,972098067_32644032446_701080,start,2017-04-24 20:23:02
2002046,615807848_78633653526,972098067_32644032446_701080,step_1,2017-04-24 20:23:12
2002888,857502084_96544285866,460497327_65476160535_767965,start,2017-04-23 16:16:38
2003283,730475830_61130701983,673418347_10830698375_765773,start,2017-03-29 11:11:04
2003283,730475830_61130701983,673418347_10830698375_765773,step_1,2017-03-29 11:11:29
2003283,730475830_61130701983,673418347_10830698375_765773,step_2,2017-03-29 11:13:56
2003283,730475830_61130701983,673418347_10830698375_765773,step_3,2017-03-29 11:14:45
2003471,917594621_89753353621,32429413_91436149850_383078,start,2017-04-05 18:24:25
2004461,823408392_27273075392,331378967_42268098815_285740,start,2017-04-18 20:42:17
2004461,823408392_27273075392,331378967_42268098815_285740,step_1,2017-04-18 20:42:32
2004461,823408392_27273075392,331378967_42268098815_285740,step_2,2017-04-18 20:43:01
2004461,823408392_27273075392,331378967_42268098815_285740,step_3,2017-04-18 20:43:27
2004461,823408392_27273075392,331378967_42268098815_285740,confirm,2017-04-18 20:44:44
2005531,818240949_92794672445,152370234_37234347084_281057,start,2017-04-08 14:20:21
2005531,818240949_92794672445,152370234_37234347084_281057,step_1,2017-04-08 14:20:29
2005531,818240949_92794672445,152370234_37234347084_281057,step_2,2017-04-08 14:20:46
2005531,818240949_92794672445,152370234_37234347084_281057,step_3,2017-04-08 14:21:24
2005531,818240949_92794672445,152370234_37234347084_281057,confirm,2017-04-08 14:22:43
2005531,818240949_92794672445,152370234_37234347084_281057,start,2017-04-08 14:24:07
2005531,818240949_92794672445,152370234_37234347084_281057,step_1,2017-04-08 14:24:11
2005531,286507387_17272167405,641616906_80519982960_557747,start,2017-04-13 11:44:29
2005531,286507387_17272167405,641616906_80519982960_557747,step_1,2017-04-13 11:44:33
2008644,861532635_33125999785,986282750_16216566210_940891,start,2017-04-10 15:48:53
2008644,861532635_33125999785,986282750_16216566210_940891,step_1,2017-04-10 15:49:38
2008644,861532635_33125999785,986282750_16216566210_940891,step_2,2017-04-10 15:49:50
2008644,861532635_33125999785,986282750_16216566210_940891,step_3,2017-04-10 15:50:10
2008644,861532635_33125999785,986282750_16216566210_940891,start,2017-04-10 15:51:42
2008644,861532635_33125999785,37313019_84541562570_110316,start,2017-04-16 19:59:51
2008644,861532635_33125999785,37313019_84541562570_110316,step_1,2017-04-16 19:59:56
2008644,861532635_33125999785,37313019_84541562570_110316,step_2,2017-04-16 20:00:04
2008644,861532635_33125999785,37313019_84541562570_110316,step_3,2017-04-16 20:00:18
2008644,861532635_33125999785,37313019_84541562570_110316,start,2017-04-16 20:01:31
2012466,193658236_96165527763,724018484_99917893444_665422,start,2017-04-15 09:03:10
2012466,193658236_96165527763,724018484_99917893444_665422,step_1,2017-04-15 09:04:57
2012466,193658236_96165527763,724018484_99917893444_665422,step_2,2017-04-15 09:05:11
2012466,193658236_96165527763,724018484_99917893444_665422,step_1,2017-04-15 09:29:58
2012466,193658236_96165527763,724018484_99917893444_665422,step_2,2017-04-15 09:29:59
2012466,193658236_96165527763,724018484_99917893444_665422,start,2017-04-15 09:31:36
2012466,193658236_96165527763,724018484_99917893444_665422,step_1,2017-04-15 09:31:41
2012466,193658236_96165527763,724018484_99917893444_665422,step_2,2017-04-15 09:31:47
2012466,193658236_96165527763,724018484_99917893444_665422,step_3,2017-04-15 09:31:58
2012466,193658236_96165527763,724018484_99917893444_665422,confirm,2017-04-15 09:32:39
2012466,193658236_96165527763,724018484_99917893444_665422,confirm,2017-04-15 09:33:21
2015049,356750340_33716727340,244779178_90847338048_924317,start,2017-03-22 11:04:32
2015049,356750340_33716727340,244779178_90847338048_924317,step_1,2017-03-22 11:04:36
2015049,356750340_33716727340,244779178_90847338048_924317,step_2,2017-03-22 11:04:53
2015049,356750340_33716727340,244779178_90847338048_924317,step_3,2017-03-22 11:05:33
2015049,356750340_33716727340,244779178_90847338048_924317,confirm,2017-03-22 11:05:48
2015049,356750340_33716727340,592556318_60519543942_927342,confirm,2017-03-23 11:38:36
2015049,356750340_33716727340,592556318_60519543942_927342,confirm,2017-03-23 11:38:59
2015049,356750340_33716727340,701051735_118259836_509269,confirm,2017-03-30 09:42:28
2015049,356750340_33716727340,124954564_86196102882_542078,confirm,2017-04-16 11:38:28
2016175,459596520_1095649805,863180310_86194162994_533548,start,2017-04-20 08:20:14
2016175,459596520_1095649805,863180310_86194162994_533548,step_1,2017-04-20 08:20:33
2016175,459596520_1095649805,863180310_86194162994_533548,step_2,2017-04-20 08:21:16
2016715,729897618_26510718444,36196399_2111486189_846310,start,2017-04-25 09:16:23
2016715,729897618_26510718444,36196399_2111486189_846310,start,2017-04-25 09:17:45
2016715,729897618_26510718444,36196399_2111486189_846310,step_1,2017-04-25 09:17:49
2016715,729897618_26510718444,36196399_2111486189_846310,step_2,2017-04-25 09:18:27
2016715,729897618_26510718444,36196399_2111486189_846310,step_3,2017-04-25 09:20:31
2017198,664803348_88511240906,23832894_19483355606_860476,start,2017-04-02 08:13:46
2026557,640648075_49274447467,924795854_96118164768_244387,start,2017-04-15 06:40:21
2026557,640648075_49274447467,924795854_96118164768_244387,step_1,2017-04-15 06:40:32
2026557,640648075_49274447467,924795854_96118164768_244387,step_2,2017-04-15 06:41:23
2026557,640648075_49274447467,924795854_96118164768_244387,step_3,2017-04-15 06:43:24
2026557,640648075_49274447467,924795854_96118164768_244387,confirm,2017-04-15 06:45:53
2028457,382847261_81443011666,593519384_68182960620_707643,start,2017-04-01 21:05:15
2028457,382847261_81443011666,593519384_68182960620_707643,step_1,2017-04-01 21:05:23
2028457,382847261_81443011666,593519384_68182960620_707643,step_2,2017-04-01 21:05:38
2028457,382847261_81443011666,593519384_68182960620_707643,step_3,2017-04-01 21:06:48
2028457,382847261_81443011666,593519384_68182960620_707643,confirm,2017-04-01 21:07:37
2028637,403214759_81674014571,378662691_70714479541_336958,start,2017-04-13 08:55:59
2028637,403214759_81674014571,378662691_70714479541_336958,step_1,2017-04-13 08:56:06
2028637,403214759_81674014571,378662691_70714479541_336958,step_2,2017-04-13 08:56:21
2028637,403214759_81674014571,378662691_70714479541_336958,step_3,2017-04-13 08:57:29
2028637,403214759_81674014571,378662691_70714479541_336958,step_2,2017-04-13 08:57:50
2033350,282571151_80524709468,922103888_29192158246_377786,start,2017-03-29 22:22:48
2033798,97107652_34765139768,839160357_31291241643_59564,start,2017-03-29 19:11:57
2033798,97107652_34765139768,839160357_31291241643_59564,step_1,2017-03-29 19:13:15
2033798,97107652_34765139768,729116990_2064928875_63838,start,2017-04-14 18:22:28
2033798,97107652_34765139768,729116990_2064928875_63838,start,2017-04-14 18:24:46
2033798,97107652_34765139768,729116990_2064928875_63838,step_1,2017-04-14 18:25:02
2033798,97107652_34765139768,729116990_2064928875_63838,start,2017-04-14 18:26:17
2033798,97107652_34765139768,729116990_2064928875_63838,step_1,2017-04-14 18:26:22
2033798,97107652_34765139768,729116990_2064928875_63838,start,2017-04-14 18:41:06
2033798,97107652_34765139768,729116990_2064928875_63838,step_1,2017-04-14 18:41:30
2036908,178550981_32674484132,114493408_58639979421_82762,start,2017-04-23 18:19:32
2038721,134152299_242048872,477711226_76023558655_791093,start,2017-04-12 14:58:44
2038721,134152299_242048872,477711226_76023558655_791093,step_1,2017-04-12 14:58:58
2038721,134152299_242048872,477711226_76023558655_791093,step_2,2017-04-12 14:59:39
2038721,134152299_242048872,477711226_76023558655_791093,step_1,2017-04-12 15:00:03
2038721,134152299_242048872,477711226_76023558655_791093,step_2,2017-04-12 15:00:42
2038721,134152299_242048872,477711226_76023558655_791093,step_3,2017-04-12 15:01:40
2038721,134152299_242048872,477711226_76023558655_791093,confirm,2017-04-12 15:04:29
2038721,134152299_242048872,213894223_3078593782_214093,confirm,2017-04-22 12:55:28
2038721,134152299_242048872,95584589_19989487037_241723,start,2017-04-28 11:12:02
2039272,799170379_13401504896,298492582_96848144402_657028,start,2017-04-05 10:05:10
2039272,799170379_13401504896,298492582_96848144402_657028,step_1,2017-04-05 10:05:31
2039272,799170379_13401504896,298492582_96848144402_657028,step_2,2017-04-05 10:05:50
2039272,799170379_13401504896,298492582_96848144402_657028,step_3,2017-04-05 10:06:45
2039327,908981195_22988774450,449966030_87052987230_803920,start,2017-04-15 16:20:55
2043365,936544004_19491184735,435970963_5843689166_71292,start,2017-04-14 19:46:52
2043365,936544004_19491184735,435970963_5843689166_71292,step_1,2017-04-14 19:47:20
2043365,936544004_19491184735,435970963_5843689166_71292,step_2,2017-04-14 19:47:29
2047876,76085900_70166676845,441584117_44751965880_704784,start,2017-04-18 19:05:17
2047876,76085900_70166676845,441584117_44751965880_704784,step_1,2017-04-18 19:08:40
2047876,76085900_70166676845,441584117_44751965880_704784,step_2,2017-04-18 19:12:20
2047876,76085900_70166676845,441584117_44751965880_704784,step_3,2017-04-18 19:16:14
2048981,512997883_84566245308,808511035_94798863018_215256,start,2017-04-16 13:45:50
2048981,512997883_84566245308,808511035_94798863018_215256,step_1,2017-04-16 13:46:35
2051216,580883085_18763352673,912561185_52588475223_652013,start,2017-03-20 14:46:37
2057277,594009656_29208020259,168427074_1925853921_155920,start,2017-03-30 08:57:11
2057277,594009656_29208020259,168427074_1925853921_155920,step_1,2017-03-30 08:58:01
2057277,86157321_64020743443,995214202_6591142877_967301,start,2017-04-02 18:24:09
2057277,86157321_64020743443,995214202_6591142877_967301,step_1,2017-04-02 18:24:44
2057277,86157321_64020743443,995214202_6591142877_967301,step_2,2017-04-02 18:26:10
2057277,86157321_64020743443,995214202_6591142877_967301,step_1,2017-04-02 18:28:07
2057277,86157321_64020743443,995214202_6591142877_967301,step_1,2017-04-02 18:28:45
2057277,86157321_64020743443,995214202_6591142877_967301,step_1,2017-04-02 18:29:13
2061267,826446967_22430184516,863609190_76343262371_174842,start,2017-03-29 11:08:52
2061267,826446967_22430184516,863609190_76343262371_174842,step_1,2017-03-29 11:09:24
2061267,826446967_22430184516,461745959_68397374023_67097,start,2017-04-12 19:58:11
2061267,826446967_22430184516,461745959_68397374023_67097,step_1,2017-04-12 19:58:46
2070839,760085408_99262508811,627975519_63390391652_939110,start,2017-03-21 11:41:42
2070839,760085408_99262508811,627975519_63390391652_939110,start,2017-03-21 11:42:47
2072229,738491792_57115586030,693842280_3565632517_581417,start,2017-04-06 20:40:20
2072229,738491792_57115586030,693842280_3565632517_581417,step_1,2017-04-06 20:42:23
2072229,738491792_57115586030,221585716_44590691286_704113,start,2017-04-28 20:50:45
2072229,738491792_57115586030,221585716_44590691286_704113,start,2017-04-28 20:51:42
2072229,738491792_57115586030,221585716_44590691286_704113,start,2017-04-28 20:51:43
2072229,738491792_57115586030,221585716_44590691286_704113,start,2017-04-28 20:52:05
2072229,738491792_57115586030,221585716_44590691286_704113,start,2017-04-28 20:52:07
2072229,738491792_57115586030,221585716_44590691286_704113,start,2017-04-28 20:52:47
2072229,738491792_57115586030,221585716_44590691286_704113,start,2017-04-28 20:52:54
2072229,738491792_57115586030,221585716_44590691286_704113,start,2017-04-28 20:53:24
2072229,738491792_57115586030,221585716_44590691286_704113,start,2017-04-28 20:53:37
2072229,738491792_57115586030,221585716_44590691286_704113,start,2017-04-28 20:54:01
2072229,738491792_57115586030,221585716_44590691286_704113,start,2017-04-28 20:54:04
2072229,738491792_57115586030,221585716_44590691286_704113,start,2017-04-28 20:54:20
2072229,738491792_57115586030,221585716_44590691286_704113,start,2017-04-28 20:54:23
2072229,738491792_57115586030,221585716_44590691286_704113,step_1,2017-04-28 20:54:44
2072229,738491792_57115586030,221585716_44590691286_704113,step_2,2017-04-28 20:56:11
2072229,738491792_57115586030,221585716_44590691286_704113,step_1,2017-04-28 20:56:14
2072229,738491792_57115586030,221585716_44590691286_704113,step_2,2017-04-28 20:56:25
2072229,738491792_57115586030,221585716_44590691286_704113,step_1,2017-04-28 20:56:30
2072229,738491792_57115586030,221585716_44590691286_704113,step_2,2017-04-28 20:56:53
2072229,738491792_57115586030,221585716_44590691286_704113,step_1,2017-04-28 20:56:54
2072229,738491792_57115586030,221585716_44590691286_704113,step_2,2017-04-28 20:56:59
2072229,738491792_57115586030,221585716_44590691286_704113,step_1,2017-04-28 20:57:03
2072229,738491792_57115586030,221585716_44590691286_704113,start,2017-04-28 20:57:06
2073265,251477565_13613101916,698934903_81922084616_366209,start,2017-04-02 12:18:03
2073265,251477565_13613101916,698934903_81922084616_366209,step_1,2017-04-02 12:18:12
2073265,251477565_13613101916,698934903_81922084616_366209,step_1,2017-04-02 12:22:06
2073265,251477565_13613101916,698934903_81922084616_366209,step_2,2017-04-02 12:22:37
2073265,251477565_13613101916,698934903_81922084616_366209,step_3,2017-04-02 12:25:17
2073265,251477565_13613101916,698934903_81922084616_366209,start,2017-04-02 12:30:30
2079131,720146531_64587484444,856713961_94646187135_806974,start,2017-03-31 09:37:06
2079131,720146531_64587484444,856713961_94646187135_806974,start,2017-03-31 09:37:32
2079131,720146531_64587484444,856713961_94646187135_806974,step_1,2017-03-31 09:38:35
2079131,720146531_64587484444,856713961_94646187135_806974,step_2,2017-03-31 09:39:39
2079131,720146531_64587484444,856713961_94646187135_806974,step_3,2017-03-31 09:40:07
2079131,720146531_64587484444,856713961_94646187135_806974,confirm,2017-03-31 09:40:36
2079191,178438401_44949095801,9826408_3152188662_877545,start,2017-03-30 07:32:26
2079191,178438401_44949095801,9826408_3152188662_877545,step_1,2017-03-30 07:32:38
2079191,178438401_44949095801,9826408_3152188662_877545,step_2,2017-03-30 07:43:51
2079191,178438401_44949095801,9826408_3152188662_877545,step_3,2017-03-30 07:44:11
2079191,178438401_44949095801,9826408_3152188662_877545,confirm,2017-03-30 07:46:36
2080581,303008937_93482880196,432366631_51464580032_652786,start,2017-04-09 14:20:38
2080581,303008937_93482880196,432366631_51464580032_652786,step_1,2017-04-09 14:20:43
2080934,619696123_34593462113,438552326_68271112469_504300,start,2017-04-23 13:08:39
2080934,619696123_34593462113,438552326_68271112469_504300,step_1,2017-04-23 13:09:08
2080934,619696123_34593462113,438552326_68271112469_504300,step_2,2017-04-23 13:09:17
2080934,619696123_34593462113,438552326_68271112469_504300,step_1,2017-04-23 13:09:42
2080934,619696123_34593462113,438552326_68271112469_504300,step_1,2017-04-23 13:10:21
2081422,360089400_77656720065,113468869_76785369008_991826,start,2017-04-05 19:13:48
2081422,360089400_77656720065,113468869_76785369008_991826,step_1,2017-04-05 19:14:35
2081422,593073783_1011820979,675369977_80494487890_591404,start,2017-04-06 08:04:07
2081422,593073783_1011820979,675369977_80494487890_591404,step_1,2017-04-06 08:04:29
2081422,593073783_1011820979,675369977_80494487890_591404,start,2017-04-06 08:11:26
2081422,593073783_1011820979,675369977_80494487890_591404,step_1,2017-04-06 08:11:32
2081422,593073783_1011820979,675369977_80494487890_591404,start,2017-04-06 08:14:36
2081422,593073783_1011820979,675369977_80494487890_591404,start,2017-04-06 08:17:47
2081422,593073783_1011820979,675369977_80494487890_591404,step_1,2017-04-06 08:17:57
2082886,231694758_7040167779,333605967_12470847317_460313,start,2017-04-05 13:46:48
2082931,871478679_39408329526,511336054_12709801504_510989,start,2017-03-29 16:55:03
2082931,871478679_39408329526,511336054_12709801504_510989,step_1,2017-03-29 16:55:49
2082931,871478679_39408329526,978610223_96965949721_907667,start,2017-03-29 19:34:59
2082931,871478679_39408329526,978610223_96965949721_907667,step_1,2017-03-29 19:35:42
2082931,871478679_39408329526,978610223_96965949721_907667,step_2,2017-03-29 19:37:27
2082931,871478679_39408329526,978610223_96965949721_907667,step_3,2017-03-29 19:38:08
2082931,871478679_39408329526,978610223_96965949721_907667,step_2,2017-03-29 19:39:09
2082931,871478679_39408329526,978610223_96965949721_907667,step_3,2017-03-29 19:39:16
2084517,380844431_17333989911,376537303_39115054130_726743,start,2017-04-20 14:18:37
2084978,625287993_49619178664,639045827_60655134254_718748,start,2017-04-14 07:44:14
2084978,625287993_49619178664,639045827_60655134254_718748,start,2017-04-14 07:51:22
2084978,625287993_49619178664,639045827_60655134254_718748,step_1,2017-04-14 07:51:32
2084978,625287993_49619178664,639045827_60655134254_718748,step_2,2017-04-14 07:51:44
2084978,625287993_49619178664,639045827_60655134254_718748,step_3,2017-04-14 07:52:28
2084978,625287993_49619178664,639045827_60655134254_718748,step_2,2017-04-14 07:53:21
2084978,625287993_49619178664,639045827_60655134254_718748,step_3,2017-04-14 07:53:37
2084978,625287993_49619178664,639045827_60655134254_718748,step_2,2017-04-14 07:54:38
2084978,625287993_49619178664,639045827_60655134254_718748,step_3,2017-04-14 07:55:04
2084978,625287993_49619178664,639045827_60655134254_718748,step_2,2017-04-14 07:55:45
2084978,625287993_49619178664,639045827_60655134254_718748,step_3,2017-04-14 07:55:49
2084978,625287993_49619178664,639045827_60655134254_718748,confirm,2017-04-14 08:03:03
2084978,625287993_49619178664,639045827_60655134254_718748,confirm,2017-04-14 08:03:24
2084978,625287993_49619178664,639045827_60655134254_718748,confirm,2017-04-14 08:03:25
2084978,625287993_49619178664,639045827_60655134254_718748,confirm,2017-04-14 08:03:52
2084978,197383632_97994588545,896643585_41951413898_763303,start,2017-04-19 12:26:37
2087989,781476096_39456252939,270179848_71316162173_897406,start,2017-04-19 10:22:27
2087989,781476096_39456252939,270179848_71316162173_897406,step_1,2017-04-19 10:22:57
2087989,781476096_39456252939,270179848_71316162173_897406,step_2,2017-04-19 10:23:17
2087989,781476096_39456252939,270179848_71316162173_897406,step_1,2017-04-19 10:23:28
2087989,781476096_39456252939,270179848_71316162173_897406,step_2,2017-04-19 10:25:01
2087989,781476096_39456252939,270179848_71316162173_897406,step_1,2017-04-19 10:25:32
2087989,781476096_39456252939,270179848_71316162173_897406,step_2,2017-04-19 10:25:34
2087989,781476096_39456252939,270179848_71316162173_897406,step_3,2017-04-19 10:26:23
2089991,447614964_56517563663,918544639_48338398915_499511,start,2017-04-06 15:04:03
2089991,447614964_56517563663,918544639_48338398915_499511,step_1,2017-04-06 15:04:45
2089991,447614964_56517563663,918544639_48338398915_499511,step_2,2017-04-06 15:05:34
2089991,447614964_56517563663,918544639_48338398915_499511,step_2,2017-04-06 15:06:58
2089991,447614964_56517563663,918544639_48338398915_499511,step_3,2017-04-06 15:07:23
2089991,447614964_56517563663,918544639_48338398915_499511,confirm,2017-04-06 15:08:35
2095375,46749144_26777930863,394986468_64450696191_629565,start,2017-04-11 13:50:20
2095375,46749144_26777930863,394986468_64450696191_629565,step_1,2017-04-11 13:51:53
2095375,46749144_26777930863,394986468_64450696191_629565,step_2,2017-04-11 13:52:03
2095375,46749144_26777930863,394986468_64450696191_629565,step_3,2017-04-11 13:52:41
2095375,46749144_26777930863,394986468_64450696191_629565,step_3,2017-04-11 13:57:03
2098439,277756243_9124741824,326590405_7971699381_543834,start,2017-03-30 18:15:58
2098439,277756243_9124741824,326590405_7971699381_543834,step_1,2017-03-30 18:16:08
2098439,277756243_9124741824,326590405_7971699381_543834,step_2,2017-03-30 18:19:39
2101232,669181338_12633707619,271330115_64890773572_759783,start,2017-03-29 11:16:37
2101232,669181338_12633707619,271330115_64890773572_759783,step_1,2017-03-29 11:16:40
2101232,669181338_12633707619,271330115_64890773572_759783,step_2,2017-03-29 11:17:04
2101232,669181338_12633707619,271330115_64890773572_759783,start,2017-03-29 11:18:54
2101232,669181338_12633707619,271330115_64890773572_759783,step_1,2017-03-29 11:19:11
2101232,669181338_12633707619,271330115_64890773572_759783,step_2,2017-03-29 11:19:16
2101641,474591905_26256850103,880170132_98897966804_220379,start,2017-04-06 14:31:14
2101802,476769596_71260769496,898995007_38266139831_217698,start,2017-04-07 09:26:44
2101802,476769596_71260769496,898995007_38266139831_217698,start,2017-04-07 09:27:30
2101802,476769596_71260769496,111440006_24400981382_629026,start,2017-04-15 14:57:32
2101802,476769596_71260769496,111440006_24400981382_629026,step_1,2017-04-15 14:57:44
2101802,476769596_71260769496,111440006_24400981382_629026,step_2,2017-04-15 14:58:02
2101802,476769596_71260769496,111440006_24400981382_629026,step_3,2017-04-15 15:02:05
2101980,133011383_9367210500,207791324_5936784424_308125,start,2017-04-08 10:19:50
2101980,272054330_22676714580,198711825_66721036057_866074,start,2017-04-22 10:40:58
2101980,272054330_22676714580,198711825_66721036057_866074,step_1,2017-04-22 10:41:08
2101980,272054330_22676714580,869917288_33988466193_565303,start,2017-04-22 10:41:41
2101980,272054330_22676714580,869917288_33988466193_565303,start,2017-04-22 10:42:08
2101980,272054330_22676714580,869917288_33988466193_565303,start,2017-04-22 10:42:40
2101980,272054330_22676714580,869917288_33988466193_565303,step_1,2017-04-22 10:42:43
2101980,272054330_22676714580,869917288_33988466193_565303,step_2,2017-04-22 10:42:49
2101980,272054330_22676714580,869917288_33988466193_565303,start,2017-04-22 10:44:55
2101980,272054330_22676714580,869917288_33988466193_565303,start,2017-04-22 10:45:49
2101980,272054330_22676714580,869917288_33988466193_565303,step_1,2017-04-22 10:45:52
2101980,272054330_22676714580,869917288_33988466193_565303,step_2,2017-04-22 10:46:42
2101980,650175890_11969146077,791024860_78009749572_850260,start,2017-04-26 09:22:19
2101980,650175890_11969146077,791024860_78009749572_850260,step_1,2017-04-26 09:22:24
2101980,650175890_11969146077,791024860_78009749572_850260,step_2,2017-04-26 09:23:06
2101980,650175890_11969146077,676199575_44488297058_702200,step_3,2017-04-26 09:23:57
2101980,650175890_11969146077,676199575_44488297058_702200,confirm,2017-04-26 09:24:58
2102280,507746176_97034757081,318159657_77850838362_17394,start,2017-04-02 12:34:48
2102280,507746176_97034757081,318159657_77850838362_17394,step_1,2017-04-02 12:34:56
2102280,507746176_97034757081,318159657_77850838362_17394,step_1,2017-04-02 12:35:29
2103635,861963235_36848441890,7413362_79223903474_641641,start,2017-03-31 20:06:51
